State,date,cases,dailyCases,deaths,dailyDeaths
Missouri,2020-05-01,7840,277,355,14
Missouri,2020-05-02,8154,314,373,18
Missouri,2020-05-03,8454,300,378,5
Missouri,2020-05-04,8776,322,387,9
Missouri,2020-05-05,8919,143,408,21
Missouri,2020-05-06,9164,245,429,21
Missouri,2020-05-07,9409,245,449,20
Missouri,2020-05-08,9573,164,481,32
Missouri,2020-05-09,9737,164,492,11
Missouri,2020-05-10,9906,169,502,10
Missouri,2020-05-11,10025,119,512,10
Missouri,2020-05-12,10124,99,528,16
Missouri,2020-05-13,10369,245,548,20
Missouri,2020-05-14,10490,121,564,16
Missouri,2020-05-15,10567,77,579,15
Missouri,2020-05-16,10794,227,593,14
Missouri,2020-05-17,11069,275,601,8
Missouri,2020-05-18,11225,156,609,8
Missouri,2020-05-19,11369,144,631,22
Missouri,2020-05-20,11510,141,643,12
Missouri,2020-05-21,11657,147,670,27
Missouri,2020-05-22,11797,140,680,10
Missouri,2020-05-23,11922,125,685,5
Missouri,2020-05-24,12114,192,689,4
Missouri,2020-05-25,12296,182,694,5
Missouri,2020-05-26,12437,141,698,4
Missouri,2020-05-27,12624,187,705,7
Missouri,2020-05-28,12815,191,715,10
Missouri,2020-05-29,12949,134,740,25
Missouri,2020-05-30,13118,169,782,42
Missouri,2020-05-31,13297,179,784,2
Missouri,2020-06-01,13523,226,786,2
Missouri,2020-06-02,13822,299,797,11
Missouri,2020-06-03,14020,198,801,4
Missouri,2020-06-04,14286,266,806,5
Missouri,2020-06-05,14515,229,816,10
Missouri,2020-06-06,14659,144,823,7
Missouri,2020-06-07,14985,326,823,0
Missouri,2020-06-08,15159,174,832,9
Missouri,2020-06-09,15396,237,854,22
Missouri,2020-06-10,15662,266,861,7
Missouri,2020-06-11,15924,262,873,12
Missouri,2020-06-12,16111,187,884,11
Missouri,2020-06-13,16327,216,890,6
Missouri,2020-06-14,16384,57,890,0
Missouri,2020-06-15,16712,328,895,5
Missouri,2020-06-16,16930,218,903,8
Missouri,2020-06-17,17151,221,924,21
Missouri,2020-06-18,17488,337,963,39
Missouri,2020-06-19,17780,292,973,10
Missouri,2020-06-20,18155,375,975,2
Missouri,2020-06-21,18552,397,975,0
Missouri,2020-06-22,18733,181,980,5
Missouri,2020-06-23,19148,415,993,13
Missouri,2020-06-24,19478,330,1001,8
Missouri,2020-06-25,20076,598,1006,5
Missouri,2020-06-26,20567,491,1019,13
Missouri,2020-06-27,20909,342,1021,2
Missouri,2020-06-28,21254,345,1023,2
Missouri,2020-06-29,21748,494,1026,3
Missouri,2020-06-30,22275,527,1037,11
Missouri,2020-07-01,22595,320,1049,12
Missouri,2020-07-02,23085,490,1056,7
Missouri,2020-07-03,23620,535,1060,4
Missouri,2020-07-04,24061,441,1062,2
Missouri,2020-07-05,24334,273,1062,0
Missouri,2020-07-06,24850,516,1068,6
Missouri,2020-07-07,25566,716,1083,15
Missouri,2020-07-08,26343,777,1089,6
Missouri,2020-07-09,27301,958,1095,6
Missouri,2020-07-10,28060,759,1107,12
Missouri,2020-07-11,28649,589,1112,5
Missouri,2020-07-12,29173,524,1113,1
Missouri,2020-07-13,29781,608,1126,13
Missouri,2020-07-14,30817,1036,1136,10
Missouri,2020-07-15,31737,920,1141,5
Missouri,2020-07-16,32596,859,1145,4
Missouri,2020-07-17,33536,940,1151,6
Missouri,2020-07-18,34363,827,1158,7
Missouri,2020-07-19,35154,791,1158,0
Missouri,2020-07-20,36044,890,1164,6
Missouri,2020-07-21,37248,1204,1175,11
Missouri,2020-07-22,38454,1206,1196,21
Missouri,2020-07-23,39923,1469,1212,16
Missouri,2020-07-24,41224,1301,1221,9
Montana,2020-03-13,4,0,0,0
Montana,2020-03-14,6,2,0,0
Montana,2020-03-15,6,0,0,0
Montana,2020-03-16,8,2,0,0
Montana,2020-03-17,8,0,0,0
Montana,2020-03-18,12,4,0,0
Montana,2020-03-19,19,7,0,0
Montana,2020-03-20,19,0,0,0
Montana,2020-03-21,29,10,0,0
Montana,2020-03-22,34,5,0,0
Montana,2020-03-23,45,11,0,0
Montana,2020-03-24,51,6,0,0
Montana,2020-03-25,65,14,0,0
Montana,2020-03-26,90,25,0,0
Montana,2020-03-27,121,31,1,1
Montana,2020-03-28,147,26,1,0
Montana,2020-03-29,161,14,1,0
Montana,2020-03-30,177,16,4,3
Montana,2020-03-31,198,21,5,1
Montana,2020-04-01,219,21,5,0
Montana,2020-04-02,241,22,5,0
Montana,2020-04-03,262,21,5,0
Montana,2020-04-04,281,19,6,1
Montana,2020-04-05,298,17,6,0
Montana,2020-04-06,319,21,6,0
Montana,2020-04-07,319,0,6,0
Montana,2020-04-08,332,13,6,0
Montana,2020-04-09,354,22,6,0
Montana,2020-04-10,365,11,6,0
Montana,2020-04-11,377,12,6,0
Montana,2020-04-12,387,10,6,0
Montana,2020-04-13,394,7,7,1
Montana,2020-04-14,399,5,7,0
Montana,2020-04-15,404,5,7,0
Montana,2020-04-16,415,11,7,0
Montana,2020-04-17,422,7,8,1
Montana,2020-04-18,426,4,10,2
Montana,2020-04-19,433,7,10,0
Montana,2020-04-20,433,0,12,2
Montana,2020-04-21,437,4,12,0
Montana,2020-04-22,439,2,14,2
Montana,2020-04-23,442,3,14,0
Montana,2020-04-24,444,2,14,0
Montana,2020-04-25,445,1,14,0
Montana,2020-04-26,448,3,14,0
Montana,2020-04-27,449,1,14,0
Montana,2020-04-28,451,2,15,1
Montana,2020-04-29,451,0,16,1
Montana,2020-04-30,452,1,16,0
Montana,2020-05-01,452,0,16,0
Montana,2020-05-02,454,2,16,0
Montana,2020-05-03,454,0,16,0
Montana,2020-05-04,456,2,16,0
Montana,2020-05-05,456,0,16,0
Montana,2020-05-06,456,0,16,0
Montana,2020-05-07,456,0,16,0
Montana,2020-05-08,458,2,16,0
Montana,2020-05-09,458,0,16,0
Montana,2020-05-10,458,0,16,0
Montana,2020-05-11,459,1,16,0
Montana,2020-05-12,461,2,16,0
Montana,2020-05-13,462,1,16,0
Montana,2020-05-14,462,0,16,0
Montana,2020-05-15,466,4,16,0
Montana,2020-05-16,468,2,16,0
Montana,2020-05-17,468,0,16,0
Montana,2020-05-18,470,2,16,0
Montana,2020-05-19,471,1,16,0
Montana,2020-05-20,478,7,16,0
Montana,2020-05-21,479,1,16,0
Montana,2020-05-22,479,0,16,0
Montana,2020-05-23,479,0,16,0
Montana,2020-05-24,479,0,16,0
Montana,2020-05-25,479,0,16,0
Montana,2020-05-26,479,0,17,1
Montana,2020-05-27,481,2,17,0
Montana,2020-05-28,485,4,17,0
Montana,2020-05-29,493,8,17,0
Montana,2020-05-30,505,12,17,0
Montana,2020-05-31,515,10,17,0
Montana,2020-06-01,519,4,17,0
Montana,2020-06-02,523,4,17,0
Montana,2020-06-03,525,2,17,0
Montana,2020-06-04,537,12,17,0
Montana,2020-06-05,539,2,18,1
Montana,2020-06-06,540,1,18,0
Montana,2020-06-07,545,5,18,0
Montana,2020-06-08,548,3,18,0
Montana,2020-06-09,554,6,18,0
Montana,2020-06-10,561,7,18,0
Montana,2020-06-11,563,2,18,0
Montana,2020-06-12,573,10,18,0
Montana,2020-06-13,588,15,18,0
Montana,2020-06-14,601,13,19,1
Montana,2020-06-15,609,8,19,0
Montana,2020-06-16,614,5,19,0
Montana,2020-06-17,630,16,20,1
Montana,2020-06-18,655,25,20,0
Montana,2020-06-19,666,11,20,0
Montana,2020-06-20,698,32,20,0
Montana,2020-06-21,717,19,20,0
Montana,2020-06-22,734,17,21,1
Montana,2020-06-23,743,9,21,0
Montana,2020-06-24,766,23,21,0
Montana,2020-06-25,803,37,21,0
Montana,2020-06-26,829,26,22,1
Montana,2020-06-27,852,23,22,0
Montana,2020-06-28,863,11,22,0
Montana,2020-06-29,919,56,22,0
Montana,2020-06-30,967,48,22,0
Montana,2020-07-01,1016,49,22,0
Montana,2020-07-02,1083,67,22,0
Montana,2020-07-03,1128,45,23,1
Montana,2020-07-04,1167,39,23,0
Montana,2020-07-05,1212,45,23,0
Montana,2020-07-06,1249,37,23,0
Montana,2020-07-07,1327,78,23,0
Montana,2020-07-08,1371,44,23,0
Montana,2020-07-09,1466,95,25,2
Montana,2020-07-10,1593,127,28,3
Montana,2020-07-11,1677,84,29,1
Montana,2020-07-12,1758,81,29,0
Montana,2020-07-13,1908,150,32,3
Montana,2020-07-14,2038,130,34,2
Montana,2020-07-15,2149,111,34,0
Montana,2020-07-16,2265,116,35,1
Montana,2020-07-17,2383,118,37,2
Montana,2020-07-18,2471,88,37,0
Montana,2020-07-19,2533,62,37,0
Montana,2020-07-20,2640,107,39,2
Montana,2020-07-21,2741,101,40,1
Montana,2020-07-22,2840,99,42,2
Montana,2020-07-23,2924,84,43,1
Montana,2020-07-24,3113,189,46,3
Nebraska,2020-02-17,10,0,0,0
Nebraska,2020-02-18,10,0,0,0
Nebraska,2020-02-19,10,0,0,0
Nebraska,2020-02-20,11,1,0,0
Nebraska,2020-02-21,11,0,0,0
Nebraska,2020-02-22,11,0,0,0
Nebraska,2020-02-23,11,0,0,0
Nebraska,2020-02-24,12,1,0,0
Nebraska,2020-02-25,13,1,0,0
Nebraska,2020-02-26,13,0,0,0
Nebraska,2020-02-27,13,0,0,0
Nebraska,2020-02-28,13,0,0,0
Nebraska,2020-02-29,13,0,0,0
Nebraska,2020-03-01,13,0,0,0
Nebraska,2020-03-02,13,0,0,0
Nebraska,2020-03-03,13,0,0,0
Nebraska,2020-03-04,13,0,0,0
Nebraska,2020-03-05,13,0,0,0
Nebraska,2020-03-06,14,1,0,0
Nebraska,2020-03-07,14,0,0,0
Nebraska,2020-03-08,16,2,0,0
Nebraska,2020-03-09,16,0,0,0
Nebraska,2020-03-10,17,1,0,0
Nebraska,2020-03-11,23,6,0,0
Nebraska,2020-03-12,24,1,0,0
Nebraska,2020-03-13,27,3,0,0
Nebraska,2020-03-14,29,2,0,0
Nebraska,2020-03-15,31,2,0,0
Nebraska,2020-03-16,33,2,0,0
Nebraska,2020-03-17,36,3,0,0
Nebraska,2020-03-18,43,7,0,0
Nebraska,2020-03-19,47,4,0,0
Nebraska,2020-03-20,53,6,0,0
Nebraska,2020-03-21,61,8,0,0
Nebraska,2020-03-22,62,1,0,0
Nebraska,2020-03-23,73,11,0,0
Nebraska,2020-03-24,77,4,0,0
Nebraska,2020-03-25,84,7,0,0
Nebraska,2020-03-26,91,7,0,0
Nebraska,2020-03-27,102,11,2,2
Nebraska,2020-03-28,122,20,2,0
Nebraska,2020-03-29,138,16,2,0
Nebraska,2020-03-30,185,47,3,1
Nebraska,2020-03-31,199,14,4,1
Nebraska,2020-04-01,249,50,5,1
Nebraska,2020-04-02,273,24,6,1
Nebraska,2020-04-03,297,24,6,0
Nebraska,2020-04-04,339,42,8,2
Nebraska,2020-04-05,377,38,8,0
Nebraska,2020-04-06,438,61,10,2
Nebraska,2020-04-07,491,53,12,2
Nebraska,2020-04-08,538,47,14,2
Nebraska,2020-04-09,594,56,15,1
Nebraska,2020-04-10,678,84,18,3
Nebraska,2020-04-11,718,40,18,0
Nebraska,2020-04-12,805,87,18,0
Nebraska,2020-04-13,870,65,19,1
Nebraska,2020-04-14,930,60,21,2
Nebraska,2020-04-15,994,64,22,1
Nebraska,2020-04-16,1094,100,24,2
Nebraska,2020-04-17,1216,122,24,0
Nebraska,2020-04-18,1348,132,28,4
Nebraska,2020-04-19,1473,125,28,0
Nebraska,2020-04-20,1646,173,33,5
Nebraska,2020-04-21,1726,80,38,5
Nebraska,2020-04-22,1826,100,42,4
Nebraska,2020-04-23,2190,364,46,4
Nebraska,2020-04-24,2474,284,50,4
Nebraska,2020-04-25,2898,424,52,2
Nebraska,2020-04-26,3126,228,54,2
Nebraska,2020-04-27,3487,361,54,0
Nebraska,2020-04-28,3613,126,56,2
Nebraska,2020-04-29,3876,263,67,11
Nebraska,2020-04-30,4332,456,70,3
Nebraska,2020-05-01,4838,506,72,2
Nebraska,2020-05-02,5332,494,75,3
Nebraska,2020-05-03,5686,354,77,2
Nebraska,2020-05-04,6123,437,78,1
Nebraska,2020-05-05,6442,319,81,3
Nebraska,2020-05-06,6771,329,85,4
Nebraska,2020-05-07,7190,419,91,6
Nebraska,2020-05-08,7830,640,92,1
Nebraska,2020-05-09,8233,403,95,3
Nebraska,2020-05-10,8328,95,97,2
Nebraska,2020-05-11,8575,247,99,2
Nebraska,2020-05-12,8732,157,102,3
Nebraska,2020-05-13,9072,340,106,4
Nebraska,2020-05-14,9411,339,117,11
Nebraska,2020-05-15,9766,355,122,5
Nebraska,2020-05-16,10220,454,129,7
Nebraska,2020-05-17,10348,128,129,0
Nebraska,2020-05-18,10625,277,132,3
Nebraska,2020-05-19,10846,221,136,4
Nebraska,2020-05-20,11119,273,141,5
Nebraska,2020-05-21,11423,304,148,7
Nebraska,2020-05-22,11661,238,149,1
Nebraska,2020-05-23,11988,327,150,1
Nebraska,2020-05-24,12133,145,153,3
Nebraska,2020-05-25,12354,221,155,2
Nebraska,2020-05-26,12618,264,160,5
Nebraska,2020-05-27,12975,357,168,8
Nebraska,2020-05-28,13260,285,170,2
Nebraska,2020-05-29,13654,394,177,7
Nebraska,2020-05-30,13905,251,177,0
Nebraska,2020-05-31,14101,196,178,1
Nebraska,2020-06-01,14345,244,183,5
Nebraska,2020-06-02,14611,266,187,4
Nebraska,2020-06-03,14866,255,189,2
Nebraska,2020-06-04,15117,251,193,4
Nebraska,2020-06-05,15379,262,193,0
Nebraska,2020-06-06,15543,164,196,3
Nebraska,2020-06-07,15634,91,196,0
Nebraska,2020-06-08,15752,118,196,0
Nebraska,2020-06-09,15888,136,199,3
Nebraska,2020-06-10,16025,137,209,10
Nebraska,2020-06-11,16315,290,217,8
Nebraska,2020-06-12,16513,198,221,4
Nebraska,2020-06-13,16634,121,221,0
Nebraska,2020-06-14,16735,101,221,0
Nebraska,2020-06-15,16860,125,226,5
Nebraska,2020-06-16,17031,171,236,10
Nebraska,2020-06-17,17226,195,239,3
Nebraska,2020-06-18,17415,189,244,5
Nebraska,2020-06-19,17591,176,249,5
Nebraska,2020-06-20,17707,116,249,0
Nebraska,2020-06-21,17810,103,252,3
Nebraska,2020-06-22,17957,147,255,3
Nebraska,2020-06-23,18091,134,262,7
Nebraska,2020-06-24,18220,129,263,1
Nebraska,2020-06-25,18346,126,266,3
Nebraska,2020-06-26,18524,178,270,4
Nebraska,2020-06-27,18775,251,271,1
Nebraska,2020-06-28,18900,125,271,0
Nebraska,2020-06-29,19064,164,273,2
Nebraska,2020-06-30,19194,130,279,6
Nebraska,2020-07-01,19325,131,282,3
Nebraska,2020-07-02,19476,151,284,2
Nebraska,2020-07-03,19660,184,285,1
Nebraska,2020-07-04,19826,166,285,0
Nebraska,2020-07-05,19937,111,285,0
Nebraska,2020-07-06,20052,115,286,1
Nebraska,2020-07-07,20205,153,287,1
Nebraska,2020-07-08,20437,232,291,4
Nebraska,2020-07-09,20658,221,294,3
Nebraska,2020-07-10,20834,176,294,0
Nebraska,2020-07-11,21035,201,296,2
Nebraska,2020-07-12,21214,179,296,0
Nebraska,2020-07-13,21444,230,298,2
Nebraska,2020-07-14,21717,273,299,1
Nebraska,2020-07-15,21979,262,302,3
Nebraska,2020-07-16,22178,199,307,5
Nebraska,2020-07-17,22361,183,308,1
Nebraska,2020-07-18,22545,184,308,0
Nebraska,2020-07-19,22637,92,308,0
Nebraska,2020-07-20,22847,210,313,5
Nebraska,2020-07-21,23190,343,313,0
Nebraska,2020-07-22,23486,296,314,1
Nebraska,2020-07-23,23818,332,318,4
Nebraska,2020-07-24,24174,356,322,4
Nevada,2020-03-05,2,0,0,0
Nevada,2020-03-06,2,0,0,0
Nevada,2020-03-07,2,0,0,0
Nevada,2020-03-08,4,2,0,0
Nevada,2020-03-09,4,0,0,0
Nevada,2020-03-10,4,0,0,0
Nevada,2020-03-11,7,3,0,0
Nevada,2020-03-12,11,4,0,0
Nevada,2020-03-13,19,8,0,0
Nevada,2020-03-14,21,2,0,0
Nevada,2020-03-15,26,5,0,0
Nevada,2020-03-16,45,19,1,1
Nevada,2020-03-17,55,10,1,0
Nevada,2020-03-18,82,27,1,0
Nevada,2020-03-19,99,17,1,0
Nevada,2020-03-20,165,66,2,1
Nevada,2020-03-21,165,0,2,0
Nevada,2020-03-22,190,25,2,0
Nevada,2020-03-23,265,75,4,2
Nevada,2020-03-24,315,50,6,2
Nevada,2020-03-25,405,90,10,4
Nevada,2020-03-26,535,130,10,0
Nevada,2020-03-27,621,86,10,0
Nevada,2020-03-28,738,117,14,4
Nevada,2020-03-29,920,182,15,1
Nevada,2020-03-30,1044,124,18,3
Nevada,2020-03-31,1113,69,26,8
Nevada,2020-04-01,1279,166,32,6
Nevada,2020-04-02,1458,179,38,6
Nevada,2020-04-03,1549,91,43,5
Nevada,2020-04-04,1758,209,46,3
Nevada,2020-04-05,1880,122,46,0
Nevada,2020-04-06,1971,91,58,12
Nevada,2020-04-07,2101,130,60,2
Nevada,2020-04-08,2318,217,80,20
Nevada,2020-04-09,2456,138,82,2
Nevada,2020-04-10,2606,150,86,4
Nevada,2020-04-11,2720,114,111,25
Nevada,2020-04-12,2860,140,113,2
Nevada,2020-04-13,3036,176,114,1
Nevada,2020-04-14,3137,101,130,16
Nevada,2020-04-15,3212,75,137,7
Nevada,2020-04-16,3321,109,142,5
Nevada,2020-04-17,3524,203,151,9
Nevada,2020-04-18,3626,102,155,4
Nevada,2020-04-19,3710,84,158,3
Nevada,2020-04-20,3830,120,163,5
Nevada,2020-04-21,3937,107,163,0
Nevada,2020-04-22,4081,144,187,24
Nevada,2020-04-23,4208,127,195,8
Nevada,2020-04-24,4398,190,203,8
Nevada,2020-04-25,4539,141,206,3
Nevada,2020-04-26,4638,99,206,0
Nevada,2020-04-27,4708,70,219,13
Nevada,2020-04-28,4812,104,225,6
Nevada,2020-04-29,4934,122,237,12
Nevada,2020-04-30,5053,119,243,6
Nevada,2020-05-01,5249,196,254,11
Nevada,2020-05-02,5390,141,257,3
Nevada,2020-05-03,5473,83,262,5
Nevada,2020-05-04,5627,154,266,4
Nevada,2020-05-05,5665,38,276,10
Nevada,2020-05-06,5744,79,286,10
Nevada,2020-05-07,5858,114,293,7
Nevada,2020-05-08,5942,84,301,8
Nevada,2020-05-09,6046,104,306,5
Nevada,2020-05-10,6120,74,306,0
Nevada,2020-05-11,6152,32,312,6
Nevada,2020-05-12,6311,159,321,9
Nevada,2020-05-13,6482,171,331,10
Nevada,2020-05-14,6604,122,339,8
Nevada,2020-05-15,6733,129,345,6
Nevada,2020-05-16,6810,77,349,4
Nevada,2020-05-17,6935,125,350,1
Nevada,2020-05-18,7059,124,364,14
Nevada,2020-05-19,7169,110,373,9
Nevada,2020-05-20,7301,132,378,5
Nevada,2020-05-21,7404,103,381,3
Nevada,2020-05-22,7531,127,387,6
Nevada,2020-05-23,7769,238,392,5
Nevada,2020-05-24,7886,117,394,2
Nevada,2020-05-25,7959,73,396,2
Nevada,2020-05-26,8059,100,396,0
Nevada,2020-05-27,8150,91,402,6
Nevada,2020-05-28,8247,97,410,8
Nevada,2020-05-29,8375,128,415,5
Nevada,2020-05-30,8519,144,417,2
Nevada,2020-05-31,8628,109,419,2
Nevada,2020-06-01,8701,73,420,1
Nevada,2020-06-02,8858,157,420,0
Nevada,2020-06-03,8950,92,429,9
Nevada,2020-06-04,9118,168,429,0
Nevada,2020-06-05,9306,188,436,7
Nevada,2020-06-06,9494,188,437,1
Nevada,2020-06-07,9673,179,438,1
Nevada,2020-06-08,9815,142,442,4
Nevada,2020-06-09,10046,231,445,3
Nevada,2020-06-10,10216,170,449,4
Nevada,2020-06-11,10464,248,460,11
Nevada,2020-06-12,10704,240,462,2
Nevada,2020-06-13,10992,288,463,1
Nevada,2020-06-14,11199,207,464,1
Nevada,2020-06-15,11316,117,466,2
Nevada,2020-06-16,11673,357,467,1
Nevada,2020-06-17,11852,179,473,6
Nevada,2020-06-18,12164,312,475,2
Nevada,2020-06-19,12525,361,479,4
Nevada,2020-06-20,12977,452,486,7
Nevada,2020-06-21,13236,259,487,1
Nevada,2020-06-22,13575,339,490,3
Nevada,2020-06-23,14058,483,492,2
Nevada,2020-06-24,14460,402,494,2
Nevada,2020-06-25,14911,451,495,1
Nevada,2020-06-26,15359,448,498,3
Nevada,2020-06-27,16400,1041,500,2
Nevada,2020-06-28,17187,787,500,0
Nevada,2020-06-29,17971,784,505,5
Nevada,2020-06-30,18582,611,507,2
Nevada,2020-07-01,19151,569,512,5
Nevada,2020-07-02,19871,720,525,13
Nevada,2020-07-03,20878,1007,530,5
Nevada,2020-07-04,21671,793,530,0
Nevada,2020-07-05,22518,847,537,7
Nevada,2020-07-06,22930,412,537,0
Nevada,2020-07-07,23848,918,549,12
Nevada,2020-07-08,24378,530,556,7
Nevada,2020-07-09,25055,677,574,18
Nevada,2020-07-10,25961,906,581,7
Nevada,2020-07-11,26912,951,592,11
Nevada,2020-07-12,27745,833,593,1
Nevada,2020-07-13,28597,852,596,3
Nevada,2020-07-14,29669,1072,613,17
Nevada,2020-07-15,30587,918,619,6
Nevada,2020-07-16,32024,1437,627,8
Nevada,2020-07-17,33372,1348,638,11
Nevada,2020-07-18,34606,1234,647,9
Nevada,2020-07-19,35826,1220,648,1
Nevada,2020-07-20,36805,979,650,2
Nevada,2020-07-21,37605,800,680,30
Nevada,2020-07-22,38759,1154,705,25
Nevada,2020-07-23,40088,1329,709,4
Nevada,2020-07-24,41013,925,722,13
New Hampshire,2020-03-02,1,0,0,0
New Hampshire,2020-03-03,2,1,0,0
New Hampshire,2020-03-04,2,0,0,0
New Hampshire,2020-03-05,2,0,0,0
New Hampshire,2020-03-06,2,0,0,0
New Hampshire,2020-03-07,4,2,0,0
New Hampshire,2020-03-08,4,0,0,0
New Hampshire,2020-03-09,4,0,0,0
New Hampshire,2020-03-10,5,1,0,0
New Hampshire,2020-03-11,5,0,0,0
New Hampshire,2020-03-12,6,1,0,0
New Hampshire,2020-03-13,7,1,0,0
New Hampshire,2020-03-14,7,0,0,0
New Hampshire,2020-03-15,13,6,0,0
New Hampshire,2020-03-16,17,4,0,0
New Hampshire,2020-03-17,26,9,0,0
New Hampshire,2020-03-18,39,13,0,0
New Hampshire,2020-03-19,44,5,0,0
New Hampshire,2020-03-20,55,11,0,0
New Hampshire,2020-03-21,65,10,0,0
New Hampshire,2020-03-22,78,13,0,0
New Hampshire,2020-03-23,101,23,1,1
New Hampshire,2020-03-24,108,7,1,0
New Hampshire,2020-03-25,137,29,1,0
New Hampshire,2020-03-26,158,21,1,0
New Hampshire,2020-03-27,187,29,2,1
New Hampshire,2020-03-28,214,27,2,0
New Hampshire,2020-03-29,258,44,3,1
New Hampshire,2020-03-30,314,56,3,0
New Hampshire,2020-03-31,367,53,3,0
New Hampshire,2020-04-01,415,48,4,1
New Hampshire,2020-04-02,479,64,5,1
New Hampshire,2020-04-03,540,61,7,2
New Hampshire,2020-04-04,621,81,9,2
New Hampshire,2020-04-05,669,48,9,0
New Hampshire,2020-04-06,715,46,9,0
New Hampshire,2020-04-07,747,32,13,4
New Hampshire,2020-04-08,788,41,18,5
New Hampshire,2020-04-09,819,31,21,3
New Hampshire,2020-04-10,885,66,22,1
New Hampshire,2020-04-11,929,44,23,1
New Hampshire,2020-04-12,985,56,23,0
New Hampshire,2020-04-13,1020,35,23,0
New Hampshire,2020-04-14,1091,71,27,4
New Hampshire,2020-04-15,1139,48,32,5
New Hampshire,2020-04-16,1211,72,34,2
New Hampshire,2020-04-17,1287,76,37,3
New Hampshire,2020-04-18,1342,55,38,1
New Hampshire,2020-04-19,1392,50,41,3
New Hampshire,2020-04-20,1447,55,42,1
New Hampshire,2020-04-21,1491,44,42,0
New Hampshire,2020-04-22,1588,97,48,6
New Hampshire,2020-04-23,1670,82,51,3
New Hampshire,2020-04-24,1720,50,53,2
New Hampshire,2020-04-25,1793,73,60,7
New Hampshire,2020-04-26,1864,71,60,0
New Hampshire,2020-04-27,1938,74,60,0
New Hampshire,2020-04-28,2010,72,60,0
New Hampshire,2020-04-29,2054,44,66,6
New Hampshire,2020-04-30,2146,92,72,6
New Hampshire,2020-05-01,2310,164,81,9
New Hampshire,2020-05-02,2429,119,84,3
New Hampshire,2020-05-03,2518,89,86,2
New Hampshire,2020-05-04,2588,70,86,0
New Hampshire,2020-05-05,2636,48,92,6
New Hampshire,2020-05-06,2741,105,111,19
New Hampshire,2020-05-07,2843,102,114,3
New Hampshire,2020-05-08,2947,104,121,7
New Hampshire,2020-05-09,3011,64,131,10
New Hampshire,2020-05-10,3071,60,133,2
New Hampshire,2020-05-11,3160,89,133,0
New Hampshire,2020-05-12,3239,79,142,9
New Hampshire,2020-05-13,3299,60,150,8
New Hampshire,2020-05-14,3382,83,151,1
New Hampshire,2020-05-15,3464,82,159,8
New Hampshire,2020-05-16,3556,92,171,12
New Hampshire,2020-05-17,3596,40,172,1
New Hampshire,2020-05-18,3652,56,172,0
New Hampshire,2020-05-19,3721,69,182,10
New Hampshire,2020-05-20,3868,147,190,8
New Hampshire,2020-05-21,3935,67,199,9
New Hampshire,2020-05-22,4014,79,204,5
New Hampshire,2020-05-23,4089,75,208,4
New Hampshire,2020-05-24,4149,60,209,1
New Hampshire,2020-05-25,4197,48,210,1
New Hampshire,2020-05-26,4231,34,214,4
New Hampshire,2020-05-27,4286,55,223,9
New Hampshire,2020-05-28,4389,103,232,9
New Hampshire,2020-05-29,4492,103,238,6
New Hampshire,2020-05-30,4545,53,242,4
New Hampshire,2020-05-31,4651,106,245,3
New Hampshire,2020-06-01,4685,34,245,0
New Hampshire,2020-06-02,4749,64,256,11
New Hampshire,2020-06-03,4795,46,265,9
New Hampshire,2020-06-04,4876,81,273,8
New Hampshire,2020-06-05,4953,77,278,5
New Hampshire,2020-06-06,5019,66,283,5
New Hampshire,2020-06-07,5043,24,286,3
New Hampshire,2020-06-08,5079,36,286,0
New Hampshire,2020-06-09,5132,53,294,8
New Hampshire,2020-06-10,5178,46,301,7
New Hampshire,2020-06-11,5209,31,308,7
New Hampshire,2020-06-12,5251,42,315,7
New Hampshire,2020-06-13,5299,48,318,3
New Hampshire,2020-06-14,5318,19,320,2
New Hampshire,2020-06-15,5345,27,320,0
New Hampshire,2020-06-16,5364,19,326,6
New Hampshire,2020-06-17,5436,72,330,4
New Hampshire,2020-06-18,5450,14,331,1
New Hampshire,2020-06-19,5486,36,337,6
New Hampshire,2020-06-20,5518,32,339,2
New Hampshire,2020-06-21,5544,26,339,0
New Hampshire,2020-06-22,5558,14,339,0
New Hampshire,2020-06-23,5571,13,343,4
New Hampshire,2020-06-24,5598,27,347,4
New Hampshire,2020-06-25,5638,40,357,10
New Hampshire,2020-06-26,5671,33,365,8
New Hampshire,2020-06-27,5717,46,367,2
New Hampshire,2020-06-28,5747,30,367,0
New Hampshire,2020-06-29,5760,13,367,0
New Hampshire,2020-06-30,5782,22,371,4
New Hampshire,2020-07-01,5802,20,373,2
New Hampshire,2020-07-02,5822,20,375,2
New Hampshire,2020-07-03,5857,35,376,1
New Hampshire,2020-07-04,5871,14,380,4
New Hampshire,2020-07-05,5897,26,381,1
New Hampshire,2020-07-06,5914,17,382,1
New Hampshire,2020-07-07,5932,18,384,2
New Hampshire,2020-07-08,5952,20,386,2
New Hampshire,2020-07-09,5973,21,387,1
New Hampshire,2020-07-10,5991,18,390,3
New Hampshire,2020-07-11,6024,33,391,1
New Hampshire,2020-07-12,6054,30,391,0
New Hampshire,2020-07-13,6068,14,391,0
New Hampshire,2020-07-14,6091,23,392,1
New Hampshire,2020-07-15,6113,22,394,2
New Hampshire,2020-07-16,6139,26,395,1
New Hampshire,2020-07-17,6165,26,395,0
New Hampshire,2020-07-18,6188,23,396,1
New Hampshire,2020-07-19,6203,15,398,2
